property_url,title,reference_no,purpose,type,added_on,furnishing,currency,amount,location,bedrooms,bathrooms,size,agent_name,img_url,breadcrumbs,description
https://www.bayut.eg/en/property/details-199070881.html,للبيع تاون هاوس ميدل بالتقسيط ف كمبوند ازار2 Azzar,Bayut - ID199070881,For Sale,Townhouse,10 October 2023,,EGP,"9,400,000","Azzar, New Cairo, Cairo",5 Beds,4 Baths,225 Sq. M.,PLP consultancy,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3587844-800x600.jpeg,Cairo Townhouses,تاون هاوس ميدل برايم لوكيشن ببرايفت جاردن وحمام سباحة خاص للبيع بتسهيلات في كمبوند ازار2 القاهرة الجديدة Azzar نصف تشطيب
https://www.bayut.eg/en/property/details-199070353.html,شقة لقطه للبيع 160م استلام فوري روك ايدن Rock Eden اكتوبر فيو مميز جدا,Bayut - ID199070353,For Sale,Apartment,10 October 2023,Unfurnished,EGP,"2,480,000","Rock Eden, Hadayek October, Giza",3 Beds,2 Baths,160 Sq. M.,Nour Hady,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3583506-800x600.jpeg,Giza Apartments,استلم وحدتك في اكتوبر كمبوند روك ايدن Rock Eden فوري وقسط براحتك
https://www.bayut.eg/en/property/details-199070074.html,بتخفيض 35% عن اجمالي السعر شقه للبيع العاصمه الجديده ارمونيا Armonia,Bayut - ID199070074,For Sale,Apartment,10 October 2023,Unfurnished,EGP,"2,860,000","Armonia, New Capital City, Cairo",3 Beds,2 Baths,136 Sq. M.,mohamed adel,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3581820-800x600.jpeg,Cairo Apartments,تفاصيل الوحده :
https://www.bayut.eg/en/property/details-199069589.html,فيلا مستقله بفيو وسعر مميز وبأقساط فرصه قويه بكمبوند هايدبارك,Bayut - ID199069589,For Sale,Villa,10 October 2023,Unfurnished,EGP,"10,350,000","New Cairo, Cairo",3 Beds,4 Baths,557 Sq. M.,Mahmoud Abdelqawy,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3578068-800x600.jpeg,Cairo Villas,*Hydepark*
https://www.bayut.eg/en/property/details-199068953.html,Loft in June Sodic Fully Finished في قلب السالحل الشمالي,Bayut - ID199068953,For Sale,Chalet,10 October 2023,,EGP,"13,200,000","June Sodic, North Coast, Matruh",3 Beds,2 Baths,145 Sq. M.,Hills Estate,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3576543-800x600.jpeg,Matruh Chalets,"chalet in the heart of Lagoon in June, North Coast, Ras El Hekma,"
https://www.bayut.eg/en/property/details-199068482.html,شقة متشطبة استلام فورى 177 متر  جاهزه للسكن  بتسهيلات حتي 10 سنوات,Bayut - ID199068482,For Sale,Apartment,10 October 2023,Unfurnished,EGP,"800,000","Al Maqsad, New Capital City, Cairo",3 Beds,2 Baths,177 Sq. M.,Doaa Mostafa,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3574243-800x600.jpeg,Cairo Apartments,شقة متشطبة سوبر لوكس استلام فورى بتسهيلات حتي 10 سنوات باطلالة مباشرة على النهر الاخضر بـ المقصد
https://www.bayut.eg/en/property/details-199068439.html,"Fully Fiished Apartment For Sale in Vye Sodic ,Sheikh Zayed October .",Bayut - ID199068439,For Sale,Apartment,10 October 2023,,EGP,"4,500,000","VYE Sodic, Sheikh Zayed, Giza",2 Beds,2 Baths,120 Sq. M.,Hills Estate,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3574188-800x600.jpeg,Giza Apartments,"Fully Fiished Apartment For Sale in Vye Sodic ,Sheikh Zayed October ."
https://www.bayut.eg/en/property/details-199068322.html,امتلك شقة 135 متر 3 غرف نوم متشطبة بمقدم 5 % كمبوند المقصد Al Maqsad,Bayut - ID199068322,For Sale,Apartment,10 October 2023,,EGP,"3,600,000","Al Maqsad, New Capital City, Cairo",3 Beds,3 Baths,135 Sq. M.,Sedra Homes 2,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3573222-800x600.jpeg,Cairo Apartments,كمبوند المقصد : العاصمة الادارية الجديدة
https://www.bayut.eg/en/property/details-199068262.html,استلم شقة 122 متر 3 غرف نوم متشطبة فى كمبوند المقصد Al Maqsad,Bayut - ID199068262,For Sale,Apartment,10 October 2023,,EGP,"2,200,000","Al Maqsad, New Capital City, Cairo",3 Beds,2 Baths,122 Sq. M.,Sedra Homes 2,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3573211-800x600.jpeg,Cairo Apartments,كمبوند المقصد : العاصمة الادارية الجديدة
https://www.bayut.eg/en/property/details-199067651.html,"Sea View Chalet with Garden For Sale in june Sodic , Ras Elhekma",Bayut - ID199067651,For Sale,Chalet,10 October 2023,,EGP,"9,700,000","June Sodic, North Coast, Matruh",2 Beds,2 Baths,110 Sq. M.,Hills Estate,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3570368-800x600.jpeg,Matruh Chalets,امتلك شاليه مطل على البحر للبيع في june سوديك، الساحل الشمالي، رأس الحكمة
https://www.bayut.eg/en/property/details-199067105.html,فيلا للبيع 175 متر وحديقة 172 متر فى كمبوند سراى القاهرة الجديدة Sarai,Bayut - ID199067105,For Sale,Villa,10 October 2023,,EGP,"11,064,172","Sarai, Mostakbal City, Cairo",3 Beds,3 Baths,175 Sq. M.,Sedra Homes 2,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3566751-800x600.jpeg,Cairo Villas,فيلا للبيع بكمبوند سراي (شركة مدينة مصر) مباشرة على طريق السويس بالقاهرة الجديدة.
https://www.bayut.eg/en/property/details-199067082.html,فيلا 212 متر وحديقة 84 متر للبيع في سراى القاهرة الجديدة Sarai,Bayut - ID199067082,For Sale,Townhouse,10 October 2023,,EGP,"7,235,976","Sarai, Mostakbal City, Cairo",3 Beds,3 Baths,212 Sq. M.,Sedra Homes 2,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3566725-800x600.jpeg,Cairo Townhouses,فيلا للبيع بكمبوند سراي (شركة مدينة مصر) مباشرة على طريق السويس بالقاهرة الجديدة.
https://www.bayut.eg/en/property/details-199061757.html,للبيع شقة بفيو لاجون بالتقسيط ف كمبوند هاب تاون فيوتشر سيتي,Bayut - ID199061757,For Sale,Apartment,9 October 2023,,EGP,"1,950,000","Haptown, Mostakbal City, Cairo",3 Beds,3 Baths,170 Sq. M.,PLP consultancy,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3552391-800x600.jpeg,Cairo Apartments,شقة للبيع برايم لوكيشن في كمبوند هاب تاون المستقبل سيتي Haptown استلام 2026 الاقساط حتي 2030
https://www.bayut.eg/en/property/details-199061683.html,للبيع شقة  باقل مقدم ف كمبوند هاب تاون مستقبل سيتي haptown,Bayut - ID199061683,For Sale,Apartment,9 October 2023,,EGP,"743,000","Haptown, Mostakbal City, Cairo",2 Beds,2 Baths,137 Sq. M.,PLP consultancy,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3552416-800x600.jpeg,Cairo Apartments,شقة للبيع بتسهيلات و دابل فيو في كمبوند هاب تاون المستقبل سيتي Haptown استلام 2026 الاقساط حتي 2030
https://www.bayut.eg/en/property/details-199061530.html,هايد بارك القاهرة الجديدة تطلق المرحلة الأخيرة شقق,Bayut - ID199061530,For Sale,Apartment,9 October 2023,,EGP,"6,900,000","Hyde Park New Cairo, New Cairo, Cairo",2 Beds,2 Baths,141 Sq. M.,Sedra Homes 2,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3551620-800x600.jpeg,Cairo Apartments,تطلق هايد بارك في القاهرة الجديدة مشروع GREENS
https://www.bayut.eg/en/property/details-199061238.html,بنت هاوس للبيع فى هايد بارك القاهرة الجديدة Hyde park,Bayut - ID199061238,For Sale,Penthouse,9 October 2023,,EGP,"5,200,000","Hyde Park New Cairo, New Cairo, Cairo",1 Bed,1 Bath,81 Sq. M.,Sedra Homes 2,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3550121-800x600.jpeg,Cairo Penthouses,تطلق هايد بارك في القاهرة الجديدة مشروع GREENS
https://www.bayut.eg/en/property/details-199060997.html,فيلا مستقله في ماونتن فيو المستقبل سيتي بمقدم5% Mountain view,Bayut - ID199060997,For Sale,Villa,9 October 2023,,EGP,"20,800,000","Mostakbal City, Cairo",4 Beds,4 Baths,285 Sq. M.,Sedra Homes 2,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3548855-800x600.jpeg,Cairo Villas,فيلا مستقله للبيع في كمبوند ماونتن فيو المستقبل Mountain View Mostakbal city
https://www.bayut.eg/en/property/details-199060998.html,فيلا عائلية للبيع بافضل سعر و خامات مستورده,Bayut - ID199060998,For Sale,Villa,9 October 2023,Unfurnished,EGP,"13,000,000","Dreamland, 6th of October, Giza",7 Beds,8 Baths,680 Sq. M.,REC janna,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3548871-800x600.jpeg,Giza Villas,فيلا عائلية للبيع  بخامات مستوردة  بافضل سعر
https://www.bayut.eg/en/property/details-199060133.html,شقة ١٥٥متر مربع في أخر مرحلة في تاج سيتي التجمع Taj city,Bayut - ID199060133,For Sale,Apartment,9 October 2023,,EGP,"4,475,000","Taj City, New Cairo, Cairo",3 Beds,3 Baths,155 Sq. M.,Sedra Homes 2,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3543736-800x600.jpeg,Cairo Apartments,فرصة في كومباند تاج سيتي بالقاهرة الجديدة - اقل سعر للمتر في منطقة التجمع في مرحلة كلوب سايد أعلى مراحل تاج سيتي - أخر مرحلة بتاج سيتي
https://www.bayut.eg/en/property/details-199059518.html,تاون هاوس للبيع كومباوند تاج سيتى 158م (origami) Taj city,Bayut - ID199059518,For Sale,Townhouse,9 October 2023,,EGP,"11,502,572","Taj City, New Cairo, Cairo",4 Beds,4 Baths,158 Sq. M.,Sedra Homes 2,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3539971-800x600.jpeg,Cairo Townhouses,تاون هاوس للبيع كومباوند تاج سيتى 158م مرحلة (origami)
https://www.bayut.eg/en/property/details-199059189.html,فيلا Standalone بافضل نظام سداد للبيع في كمبوند سراي Sarai مرحلة Rai,Bayut - ID199059189,For Sale,Villa,9 October 2023,Unfurnished,EGP,"9,200,000","Sarai, Mostakbal City, Cairo",4 Beds,4 Baths,235 Sq. M.,Afnan Real Estate,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3538798-800x600.jpeg,Cairo Villas,فيلا منفصلة Stand alone في لونش جديد RAI بكمبوند سراي سور بسور مدينتي مساحة 235م + جاردن 240م
https://www.bayut.eg/en/property/details-199058652.html,توين هاوس 300م للبيع بمقدم 5% بالتقسيط  كمبوند MAR VILLR NEW ZAYED,Bayut - ID199058652,For Sale,Twin House,9 October 2023,Unfurnished,EGP,"16,500,000","Sheikh Zayed, Giza",4 Beds,4 Baths,300 Sq. M.,Elmohandisen Branch2,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3535527-800x600.jpeg,Giza Twin Houses,توين هاوس للبيع 300م بمقدم 5% كمبوند Al Marasem Development) MAR VILLR NEW ZAYED )
https://www.bayut.eg/en/property/details-199058630.html,فيلا كواترو ١٤٣م مربع بأخر مراحل تاج سيتي التجمع Taj city,Bayut - ID199058630,For Sale,Townhouse,9 October 2023,,EGP,"5,950,000","Taj City, New Cairo, Cairo",3 Beds,3 Baths,143 Sq. M.,Sedra Homes 2,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3535444-800x600.jpeg,Cairo Townhouses,فرصة في كومباند تاج سيتي بالقاهرة الجديدة - افضل سعر للمتر في منطقة التجمع في مرحلة (أوريجامي) أخر مراحل تاج سيتي - أخر مرحلة بتاج سيتي
https://www.bayut.eg/en/property/details-199058564.html,تاون هاوس للبيع ١٤٢متر بسعر متر مميز في تاج سيتي التجمع Taj City,Bayut - ID199058564,For Sale,Townhouse,9 October 2023,,EGP,"5,942,000","Taj City, New Cairo, Cairo",3 Beds,3 Baths,142 Sq. M.,Sedra Homes 2,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3535310-800x600.jpeg,Cairo Townhouses,فرصة في كومباند تاج سيتي بالقاهرة الجديدة - افضل سعر للمتر في منطقة التجمع في مرحلة أوريجامي أخر مرحلة بتاج سيتي
https://www.bayut.eg/en/property/details-199057185.html,شقة 160م 3نوم تقسيط تسليم 2024 بالتشطيب كمبوند ادرس ايست التجمع الخامس,Bayut - ID199057185,For Sale,Apartment,9 October 2023,Unfurnished,EGP,"6,480,000","The Address East, New Cairo, Cairo",3 Beds,2 Baths,160 Sq. M.,Hassan Batran,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3530560-800x600.jpeg,Cairo Apartments,شقة 160م تقسيط تسليم 2024 بالتشطيب كمبوند ادرس ايست التجمع الخامس
https://www.bayut.eg/en/property/details-199058256.html,شقة 4 نوم بتسهيلات تسليم 2024 بالتشطيب كمبوند ادرس ايست التجمع الخامس,Bayut - ID199058256,For Sale,Apartment,9 October 2023,Unfurnished,EGP,"7,200,000","The Address East, New Cairo, Cairo",4 Beds,2 Baths,180 Sq. M.,Hassan Batran,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3534292-800x600.jpeg,Cairo Apartments,شقة 4 نوم بتسهيلات تسليم 2024 بالتشطيب كمبوند ادرس ايست التجمع الخامس
https://www.bayut.eg/en/property/details-199058233.html,اس فيلا كورنر S villa Corner للبيع في كمبوند سراي Sarai مرحلة Elan,Bayut - ID199058233,For Sale,Twin House,9 October 2023,Unfurnished,EGP,"5,330,000","Sarai, Mostakbal City, Cairo",4 Beds,5 Baths,212 Sq. M.,Afnan Real Estate,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3534262-800x600.jpeg,Cairo Twin Houses,فيلا للبيع 212 م كورنر في كمبوند سراي في مرحله (Rai)
https://www.bayut.eg/en/property/details-199058232.html,فيلا مستقلة 700م بسعر مغري للبيع بكمبوند رويال هيلز 6 اكتوبر,Bayut - ID199058232,For Sale,Villa,9 October 2023,,EGP,"11,700,000","6th of October, Giza",4 Beds,5 Baths,689 Sq. M.,مجموعة ريليتورز المتكامله للتطوير العقارى والتسويق,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3534232-800x600.jpeg,Giza Villas,للبيع: فيلا – مستقلة
https://www.bayut.eg/en/property/details-199057193.html,Penthouse for sale at Fifth Square New Cairo نتهاوس للبيع في المراسم,Bayut - ID199057193,For Sale,Penthouse,9 October 2023,,EGP,"9,500,000","Fifth Square, New Cairo, Cairo",4 Beds,4 Baths,200 Sq. M.,Conquer Properties,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3530611-800x600.jpeg,Cairo Penthouses,Fifth Square - New Cairo
https://www.bayut.eg/en/property/details-199056908.html,مقدم 5% واقساط 8 سنوات شقة للبيع (متشطبة)125م البروج موقع مميز بالشروق,Bayut - ID199056908,For Sale,Apartment,9 October 2023,,EGP,"5,100,000","Al Burouj, Shorouk City, Cairo",2 Beds,1 Bath,125 Sq. M.,LandBank,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3529297-800x600.jpeg,Cairo Apartments,تتكون من :- غرفتين - حمام - تراس -مطبخ
https://www.bayut.eg/en/property/details-199056685.html,شقه بيع 272م تشطيب سوبر لوكس في مدينة الرحاب بسعر مميز جدا,Bayut - ID199056685,For Sale,Apartment,9 October 2023,Unfurnished,EGP,"9,000,000","Rehab City, New Cairo, Cairo",3 Beds,3 Baths,272 Sq. M.,Ahmedy Hassan,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3528736-800x600.jpeg,Cairo Apartments,شقه بيع في مدينة الرحاب
https://www.bayut.eg/en/property/details-199056610.html,دوبلكس اللترا سوبر لكس في كمدوند بنوراما الشروق,Bayut - ID199056610,For Sale,Duplex,9 October 2023,Unfurnished,EGP,"4,600,000","Shorouk City, Cairo",4 Beds,4 Baths,350 Sq. M.,Mohamed Mohsn,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3528587-800x600.jpeg,Cairo Duplexes,امتلك وحدتك دوبلكس متشطب ف  ارقي كومباوندات الشروق كومبوند بانوراما الشروق
https://www.bayut.eg/en/property/details-199056473.html,"للبيع اجمل فيلا مستقله 378م نموذج ""V"" فيو البحيرات بجانب الاوبن اير",Bayut - ID199056473,For Sale,Villa,9 October 2023,Unfurnished,EGP,"48,000,000","Madinaty, Madinaty, Cairo",5 Beds,5 Baths,378 Sq. M.,Location Investments,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3527982-800x600.jpeg,Cairo Villas,للبيع اميز فلل مدينتي
https://www.bayut.eg/en/property/details-199056023.html,شاليه رؤية مباشرة للبحر بتلال العين السخنه بمقدم ٥٪ و أقساط على ٨ سنين,Bayut - ID199056023,For Sale,Chalet,9 October 2023,Unfurnished,EGP,"5,800,000","Telal Sokhna, Ain Sukhna, Suez",3 Beds,2 Baths,130 Sq. M.,The Mediator Real Estate,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3526129-800x600.jpeg,Suez Chalets,المنتجع 600 فدان على مصاطب لرؤيه كامله للبحر
https://www.bayut.eg/en/property/details-199050678.html,فيلا للبيع بكمبوند ماونتن فيو بجوار مدينتي بمقدم 650 - MountainView,Bayut - ID199050678,For Sale,Townhouse,8 October 2023,Unfurnished,EGP,"13,000,000","Mostakbal City, Cairo",3 Beds,3 Baths,210 Sq. M.,The Mediator Real Estate,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3498098-800x600.jpeg,Cairo Townhouses,ALIVIA
https://www.bayut.eg/en/property/details-199050409.html,للبيع شقة 169م بالتشطيب والتكييفات فيليدج ويست village west الشيخ زايد,Bayut - ID199050409,For Sale,Apartment,8 October 2023,Unfurnished,EGP,"9,825,000","Village West, Sheikh Zayed, Giza",3 Beds,3 Baths,169 Sq. M.,Amr khafaga,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3497326-800x600.jpeg,Giza Apartments,للبيع شقة 169م بالتشطيب والتكييفات فيليدج ويست village west الشيخ زايد
https://www.bayut.eg/en/property/details-199049792.html,فيلا توين هاوس 468م مميزة للبيع استلام فوري في كمبوند لايان Layan,Bayut - ID199049792,For Sale,Twin House,8 October 2023,,EGP,"15,500,000","Layan, New Cairo, Cairo",5 Beds,5 Baths,468 Sq. M.,PLP consultancy,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3496396-800x600.jpeg,Cairo Twin Houses,فيلا توين هاوس 468م مميزة للبيع استلام فوري في كمبوند لايان Layan
https://www.bayut.eg/en/property/details-199048602.html,امتلك الان وحدتك بسعر الطرح في Regents Square بمقدم 5% وقسط لحد 7 سنين,Bayut - ID199048602,For Sale,Apartment,8 October 2023,Unfurnished,EGP,"400,000","Regents Park, New Cairo, Cairo",2 Beds,2 Baths,120 Sq. M.,Ahmad-Ashraf,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3490177-800x600.jpeg,Cairo Apartments,ريجينتس سكوير
https://www.bayut.eg/en/property/details-199047672.html,استلم فورا شقه 166م في الجولدن سكوير بمقدم 10% وقسط الباقي علي 5 سنين,Bayut - ID199047672,For Sale,Apartment,8 October 2023,Unfurnished,EGP,"845,000","Galleria Moon Valley, New Cairo, Cairo",3 Beds,3 Baths,161 Sq. M.,Ahmad-Ashraf,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3485648-800x600.jpeg,Cairo Apartments,ARABIA HOLDING
https://www.bayut.eg/en/property/details-199047098.html,دوبلكس للبيع  180 متر في البنفسج ٢ تشطيب سوبر لوكس,Bayut - ID199047098,For Sale,Duplex,8 October 2023,Furnished,EGP,"4,300,000","New Cairo, Cairo",3 Beds,3 Baths,180 Sq. M.,Rana Mamdouh,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3484149-800x600.jpeg,Cairo Duplexes,للبيع دوبلكس ١٨٠متر ارضي و بيزمنت بحديقة خاصة كبيرة في فيلات البنفسج ٢
